"Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Do.Not.Call","Converted","TotalVisits","Time.on.Web","Page.Views.Per.Visit","Last.Activity","Country","Specialization","Hear.About","Occupation","Tags","Lead.Quality","Lead.Profile","City","Asymmetrique.Activity.Index","Asymmetrique.Profile.Index","Asymmetrique.Activity.Score","Asymmetrique.Profile.Score","Last.Notable.Activity","Lead.Score","Lead.Type"
589850,"Landing Page Submission","Organic Search","No","No",0,8,106,8,"Email Opened","India","Travel and Tourism","Select","Unemployed","Ringing","Might be","Other Leads","Mumbai","02.Medium","02.Medium",14,16,"Modified",4,0
589847,"Landing Page Submission","Direct Traffic","Yes","No",0,1,340,1,"Email Bounced","India","Finance Management","Select","Unemployed","Already a student","Not Sure","Select","Mumbai","02.Medium","01.High",15,18,"Modified",0,0
589846,"Landing Page Submission","Google","No","No",1,2,765,2,"Email Opened","India","Business Administration","Online Search","Working Professional","Will revert after reading the email","Low in Relevance","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",77,1
589845,"API","Olark Chat","No","No",1,3,1285,1.5,"SMS Sent","India","Operations Management","Select","Unemployed","Will revert after reading the email","Might be","Potential Lead","Other Cities of Maharashtra","03.Low","02.Medium",12,15,"SMS Sent",94,1
589807,"Landing Page Submission","Direct Traffic","No","No",1,5,1155,1.67,"Email Opened","India","IT Projects Management","Select","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Other Cities of Maharashtra","02.Medium","02.Medium",14,14,"Email Opened",74,1
589803,"Landing Page Submission","Direct Traffic","No","No",0,2,323,2,"Email Opened","India","Select","Select","Working Professional","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",10,0
589802,"Landing Page Submission","Direct Traffic","No","No",0,2,134,2,"Email Opened","India","Services Excellence","Select","Student","Will revert after reading the email","High in Relevance","Select","Mumbai","02.Medium","02.Medium",14,15,"Email Opened",61,1
589789,"Landing Page Submission","Organic Search","No","No",1,11,1203,1.57,"Page Visited on Website","India","Finance Management","Student of SomeSchool","Working Professional","Closed by Horizzon","High in Relevance","Select","Thane & Outskirts","01.High","01.High",16,17,"Modified",78,1
589781,"Landing Page Submission","Direct Traffic","No","No",0,1,186,1,"Converted to Lead","India","Operations Management","Select","Unemployed","Already a student","Worst","Select","Mumbai","01.High","01.High",16,18,"Modified",3,0
589766,"Landing Page Submission","Direct Traffic","No","No",0,3,1379,3,"Email Opened","India","Finance Management","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",0,0
589758,"Landing Page Submission","Direct Traffic","Yes","No",0,1,847,1,"Email Bounced","India","Human Resource Management","Select","Unemployed","Not doing further education","Worst","Select","Mumbai","02.Medium","01.High",15,18,"Modified",0,0
589754,"Landing Page Submission","Organic Search","No","No",0,3,442,3,"Email Opened","India","Finance Management","Select","Unemployed","Ringing","Worst","Select","Other Cities","02.Medium","02.Medium",13,16,"Modified",0,0
589739,"Landing Page Submission","Direct Traffic","No","No",1,2,263,2,"Email Opened","India","Banking, Investment And Insurance","Select","Unemployed","Ringing","Might be","Select","Other Cities","02.Medium","02.Medium",14,16,"Email Opened",8,0
589732,"Landing Page Submission","Direct Traffic","No","No",0,3,432,1.5,"Email Opened","India","Human Resource Management","Select","Unemployed","Already a student","Not Sure","Select","Mumbai","02.Medium","02.Medium",13,16,"Email Opened",13,0
589731,"Landing Page Submission","Organic Search","No","No",0,5,164,1.67,"Email Opened","India","Human Resource Management","Select","Unemployed","Interested  in full time MBA","Might be","Potential Lead","Mumbai","02.Medium","01.High",13,18,"Email Opened",23,0
589730,"Landing Page Submission","Google","No","No",1,4,1343,4,"Email Link Clicked","India","Operations Management","Word Of Mouth","Unemployed","Closed by Horizzon","High in Relevance","Potential Lead","Thane & Outskirts","02.Medium","01.High",14,19,"Modified",76,1
589724,"Landing Page Submission","Direct Traffic","No","No",1,2,79,2,"SMS Sent","India","Banking, Investment And Insurance","Select","Unemployed","Busy","Not Sure","Select","Other Cities","02.Medium","02.Medium",15,16,"SMS Sent",63,1
589699,"API","Google","No","No",0,4,1264,4,"Email Opened","India","Operations Management","Online Search","Working Professional","Diploma holder (Not Eligible)","Worst","Select","Other Cities of Maharashtra","03.Low","02.Medium",11,15,"Email Opened",17,0
589696,"Landing Page Submission","Google","No","No",1,10,516,10,"Email Link Clicked","India","Banking, Investment And Insurance","Online Search","Working Professional","Will revert after reading the email","Might be","Select","Mumbai","01.High","01.High",16,18,"Email Link Clicked",65,1
589672,"Landing Page Submission","Direct Traffic","No","No",1,17,1056,4.25,"Page Visited on Website","India","Human Resource Management","Select","Unemployed","Closed by Horizzon","High in Relevance","Select","Mumbai","01.High","01.High",16,18,"Page Visited on Website",74,1
589663,"Landing Page Submission","Direct Traffic","Yes","No",0,2,321,2,"SMS Sent","India","International Business","Select","Unemployed","wrong number given","Worst","Select","Other Metro Cities","02.Medium","02.Medium",13,16,"SMS Sent",11,0
589656,"Landing Page Submission","Direct Traffic","No","No",0,3,335,1.5,"Form Submitted on Website","India","Finance Management","Other","Working Professional","Closed by Horizzon","Not Sure","Select","Mumbai","01.High","01.High",16,18,"Modified",65,1
589653,"Landing Page Submission","Google","No","No",1,4,1483,4,"Page Visited on Website","India","Operations Management","Advertisements","Working Professional","Will revert after reading the email","Might be","Select","Mumbai","01.High","01.High",16,18,"Modified",62,1
589639,"Landing Page Submission","Google","No","No",0,2,702,2,"Email Opened","India","Marketing Management","Social Media","Unemployed","Interested in other courses","Not Sure","Select","Other Cities of Maharashtra","02.Medium","01.High",13,17,"Email Opened",7,0
589632,"Landing Page Submission","Direct Traffic","No","No",0,6,1613,1.5,"Page Visited on Website","India","Finance Management","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Mumbai","02.Medium","01.High",14,18,"Page Visited on Website",2,0
589611,"API","Google","No","No",0,2,165,1,"SMS Sent","India","Select","Select","Unemployed","Ringing","Not Sure","Select","Select","02.Medium","02.Medium",14,15,"SMS Sent",26,0
589598,"Landing Page Submission","Organic Search","No","No",0,3,1243,3,"Email Opened","India","Healthcare Management","Select","Unemployed","Already a student","Not Sure","Select","Other Cities","01.High","02.Medium",16,13,"Email Opened",13,0
589595,"API","Google","No","No",1,12,734,1.71,"Email Opened","India","Operations Management","Select","Unemployed","Closed by Horizzon","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",15,18,"Email Opened",84,1
589580,"Landing Page Submission","Direct Traffic","No","No",1,6,973,6,"SMS Sent","India","Travel and Tourism","Select","Unemployed","Will revert after reading the email","Might be","Potential Lead","Mumbai","02.Medium","01.High",15,18,"SMS Sent",94,1
589573,"Landing Page Submission","Direct Traffic","No","No",0,2,1766,2,"Email Opened","India","E-Business","Online Search","Unemployed","Lost to EINS","Worst","Select","Mumbai","02.Medium","01.High",13,18,"Modified",59,1
589558,"Landing Page Submission","Google","No","No",1,5,1255,2.5,"Email Received","India","Marketing Management","Advertisements","Working Professional","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","01.High",14,18,"Modified",62,1
589544,"Landing Page Submission","Organic Search","No","No",1,10,1435,10,"Email Opened","India","Finance Management","Select","Working Professional","Lost to EINS","Might be","Select","Other Cities of Maharashtra","02.Medium","01.High",15,17,"Modified",79,1
589528,"API","Google","No","No",0,3,83,3,"Olark Chat Conversation","India","Finance Management","Online Search","Unemployed","Will revert after reading the email","Might be","Select","Other Cities","01.High","02.Medium",16,15,"Modified",51,1
589518,"Landing Page Submission","Direct Traffic","No","No",1,8,642,2,"Email Opened","India","Business Administration","Online Search","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Thane & Outskirts","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",73,1
589511,"API","Google","No","No",1,11,126,1.22,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","High in Relevance","Select","Mumbai","02.Medium","02.Medium",14,16,"SMS Sent",92,1
589488,"Landing Page Submission","Google","No","No",1,2,1044,2,"SMS Sent","India","Media and Advertising","Word Of Mouth","Unemployed","Busy","Not Sure","Select","Mumbai","02.Medium","01.High",15,17,"SMS Sent",63,1
589478,"Landing Page Submission","Direct Traffic","No","No",0,10,1643,3.33,"Email Opened","India","Healthcare Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Select","Mumbai","02.Medium","02.Medium",13,15,"Email Opened",66,1
589476,"Landing Page Submission","Direct Traffic","No","No",0,4,138,4,"SMS Sent","India","Finance Management","Select","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","01.High",14,18,"SMS Sent",34,0
589466,"Landing Page Submission","Google","No","No",0,27,340,3.38,"Email Opened","India","Hospitality Management","Online Search","Unemployed","Ringing","Not Sure","Select","Mumbai","01.High","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",0,0
589457,"Landing Page Submission","Direct Traffic","No","No",0,3,26,3,"Email Opened","India","Banking, Investment And Insurance","Select","Student","Already a student","Worst","Student of SomeSchool","Mumbai","01.High","01.High",16,18,"Modified",0,0
589453,"Landing Page Submission","Google","No","No",0,9,283,9,"Email Opened","India","Finance Management","Select","Unemployed","Ringing","High in Relevance","Select","Mumbai","03.Low","01.High",10,18,"Email Opened",13,0
589450,"Landing Page Submission","Organic Search","No","No",0,4,301,4,"Email Opened","India","Business Administration","Online Search","Unemployed","Will revert after reading the email","Low in Relevance","Select","Mumbai","02.Medium","01.High",15,17,"Email Opened",66,1
589447,"Landing Page Submission","Direct Traffic","No","No",0,1,100,1,"Converted to Lead","India","IT Projects Management","Select","Unemployed","Interested in other courses","Might be","Select","Mumbai","02.Medium","02.Medium",14,15,"Modified",7,0
589441,"Landing Page Submission","Google","No","No",0,5,24,5,"Email Opened","India","Marketing Management","Advertisements","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",0,0
589439,"Landing Page Submission","Direct Traffic","No","No",1,4,1319,4,"Email Opened","India","Business Administration","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"Modified",43,0
589437,"Landing Page Submission","Google","No","No",0,6,234,6,"Email Opened","India","Supply Chain Management","Select","Unemployed","Will revert after reading the email","Low in Relevance","Select","Mumbai","02.Medium","01.High",15,18,"Email Opened",66,1
589435,"Landing Page Submission","Google","Yes","No",0,10,271,5,"SMS Sent","India","Travel and Tourism","Select","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","02.Medium",13,16,"SMS Sent",20,0
589424,"API","Organic Search","No","No",1,5,930,5,"Page Visited on Website","India","Rural and Agribusiness","Select","Unemployed","Will revert after reading the email","High in Relevance","Select","Other Cities","02.Medium","03.Low",15,11,"Page Visited on Website",63,1
589413,"API","Google","No","No",0,5,526,1.67,"Page Visited on Website","India","Business Administration","Select","Working Professional","Ringing","Not Sure","Potential Lead","Other Metro Cities","01.High","02.Medium",16,15,"Page Visited on Website",15,0
589402,"API","Google","No","No",1,2,1020,1,"SMS Sent","India","Select","Select","Unemployed","Interested in other courses","Might be","Select","Select","01.High","02.Medium",16,15,"SMS Sent",42,0
589387,"Landing Page Submission","Google","No","No",0,3,201,3,"SMS Sent","India","Operations Management","Online Search","Unemployed","Ringing","Might be","Select","Mumbai","03.Low","01.High",12,18,"SMS Sent",34,0
589356,"Landing Page Submission","Direct Traffic","Yes","No",0,4,937,4,"Email Bounced","India","Marketing Management","Select","Unemployed","Not doing further education","Worst","Select","Other Cities","02.Medium","02.Medium",14,16,"Email Bounced",0,0
589355,"API","Google","No","No",1,2,700,2,"Had a Phone Conversation","India","Select","Select","Working Professional","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",15,15,"Had a Phone Conversation",98,1
589352,"API","Google","No","No",0,2,129,2,"SMS Sent","India","Select","Select","Unemployed","Busy","Not Sure","Select","Select","02.Medium","02.Medium",14,15,"SMS Sent",63,1
589346,"Landing Page Submission","Organic Search","No","No",0,3,452,3,"Page Visited on Website","India","Human Resource Management","Select","Unemployed","Already a student","Not Sure","Select","Mumbai","01.High","01.High",17,18,"Modified",4,0
589340,"Landing Page Submission","Organic Search","No","No",1,5,1223,5,"Approached upfront","India","Marketing Management","Select","Unemployed","Closed by Horizzon","High in Relevance","Select","Thane & Outskirts","01.High","01.High",16,17,"Modified",68,1
589334,"Landing Page Submission","Google","No","No",1,4,1194,4,"Email Opened","India","Marketing Management","Word Of Mouth","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Mumbai","02.Medium","01.High",15,20,"Email Opened",74,1
